appid,pc_requirements,mac_requirements,linux_requirements,minimum,recommended
536640,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista, Windows 7, 8, 8.1, 10 (64-bit versions only)<br></li><li><strong>Processor:</strong> Intel Core 2 Duo 2.4Ghz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 4850 Minimum 512MB Dedicated Memory<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Sound Card:</strong> Any</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista, Windows 7, 8, 8.1, 10 (64-bit versions only)<br></li><li><strong>Processor:</strong> Intel i3 2.8Ghz Dual Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA® GeForce® 9600 GT or ATI Radeon™ HD 3870 Minimum 512MB Dedicated Memory<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Sound Card:</strong> Any</li></ul>'}",[],[],"OS: Windows Vista, Windows 7, 8, 8.1, 10 (64-bit versions only) Processor: Intel Core 2 Duo 2.4Ghz Memory: 2 GB RAM Graphics: NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 4850 Minimum 512MB Dedicated Memory DirectX: Version 9.0 Storage: 10 GB available space Sound Card: Any","OS: Windows Vista, Windows 7, 8, 8.1, 10 (64-bit versions only) Processor: Intel i3 2.8Ghz Dual Core Memory: 4 GB RAM Graphics: NVIDIA® GeForce® 9600 GT or ATI Radeon™ HD 3870 Minimum 512MB Dedicated Memory DirectX: Version 9.0 Storage: 10 GB available space Sound Card: Any"
537140,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 SP1 or newer<br></li><li><strong>Processor:</strong> Intel Core i5-4590 or AMD FX 8350, equivalent or better<br></li><li><strong>Memory:</strong> 6 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 970, equivalent or better<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Additional Notes:</strong> Xbox 360 or Xbox One controller highly recommended</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 SP1 or newer<br></li><li><strong>Processor:</strong> Intel Core i5-4590 or AMD FX 8350, equivalent or better<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 1070, equivalent or better<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Additional Notes:</strong> Xbox 360 or Xbox One controller highly recommended</li></ul>'}",[],[],"OS: Windows 7 SP1 or newer Processor: Intel Core i5-4590 or AMD FX 8350, equivalent or better Memory: 6 GB RAM Graphics: NVIDIA GeForce GTX 970, equivalent or better DirectX: Version 11 Storage: 2 GB available space Additional Notes: Xbox 360 or Xbox One controller highly recommended","OS: Windows 7 SP1 or newer Processor: Intel Core i5-4590 or AMD FX 8350, equivalent or better Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 1070, equivalent or better DirectX: Version 11 Storage: 2 GB available space Additional Notes: Xbox 360 or Xbox One controller highly recommended"
537430,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> x64 versions of Microsoft Windows 7 (SP1), 8.1 and 10<br></li><li><strong>Processor:</strong> AMD Quad-Core / Intel Dual-Core processor running at 2.8 GHz (AMD Phenom II X4 or Intel Pentium Dual-Core G600 series or newer architectures are recommended).<br></li><li><strong>Memory:</strong> 4096 MB RAM<br></li><li><strong>Graphics:</strong> ATI/NVIDIA dedicated/integrated or mobile graphic card, with at least 1536MB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.0 support. ATI/AMD Radeon HD 7700 series and NVIDIA GeForce GTX 700 series or newer architectures are recommended.<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 15 GB available space<br></li><li><strong>Sound Card:</strong> Integrated or dedicated DirectX 9 compatible soundcard</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> x64 versions of Microsoft Windows 7 (SP1), 8.1 and 10<br></li><li><strong>Processor:</strong> AMD / Intel Quad-Core processor running at 3.5 GHz (AMD FX-8000 series or Intel Core i3 6000 series or newer architectures are recommended).<br></li><li><strong>Memory:</strong> 8192 MB RAM<br></li><li><strong>Graphics:</strong> NVIDIA dedicated graphic card, with at least 3072MB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.0 support (AMD R9 380 and NVIDIA GeForce GTX 970 are minimum recommended GPU architectures).<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 15 GB available space<br></li><li><strong>Sound Card:</strong> Integrated or dedicated DirectX 9 compatible soundcard</li></ul>'}",[],[],"OS: x64 versions of Microsoft Windows 7 (SP1), 8.1 and 10 Processor: AMD Quad-Core / Intel Dual-Core processor running at 2.8 GHz (AMD Phenom II X4 or Intel Pentium Dual-Core G600 series or newer architectures are recommended). Memory: 4096 MB RAM Graphics: ATI/NVIDIA dedicated/integrated or mobile graphic card, with at least 1536MB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.0 support. ATI/AMD Radeon HD 7700 series and NVIDIA GeForce GTX 700 series or newer architectures are recommended. DirectX: Version 11 Network: Broadband Internet connection Storage: 15 GB available space Sound Card: Integrated or dedicated DirectX 9 compatible soundcard","OS: x64 versions of Microsoft Windows 7 (SP1), 8.1 and 10 Processor: AMD / Intel Quad-Core processor running at 3.5 GHz (AMD FX-8000 series or Intel Core i3 6000 series or newer architectures are recommended). Memory: 8192 MB RAM Graphics: NVIDIA dedicated graphic card, with at least 3072MB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.0 support (AMD R9 380 and NVIDIA GeForce GTX 970 are minimum recommended GPU architectures). DirectX: Version 11 Network: Broadband Internet connection Storage: 15 GB available space Sound Card: Integrated or dedicated DirectX 9 compatible soundcard"
538790,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel® i5-4590<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 970<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Intel®  i7-4770 or above<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 980 Ti or above<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}",[],[],OS: Windows 7 Processor: Intel® i5-4590 Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 970 DirectX: Version 11 Network: Broadband Internet connection Storage: 4 GB available space,OS: Windows 10 Processor: Intel®  i7-4770 or above Memory: 16 GB RAM Graphics: NVIDIA GeForce GTX 980 Ti or above DirectX: Version 12 Network: Broadband Internet connection Storage: 4 GB available space
539670,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP+<br></li><li><strong>Processor:</strong> 1.2 GHz Pentium 4<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> 1280 x 720<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>'}",[],"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu/SteamOS<br></li><li><strong>Processor:</strong> 1.2 GHz Pentium 4<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> OpenGL compatible card<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>'}",OS: Windows XP+ Processor: 1.2 GHz Pentium 4 Memory: 1 GB RAM Graphics: 1280 x 720 DirectX: Version 9.0c Storage: 1 GB available space,
540840,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel(R) Core(TM)2 Quad CPU\xa0\xa0\xa0 Q6600\xa0 @ 2.40GHz (4 CPUs), ~2.4GHz<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 310<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 Pro 64-bit<br></li><li><strong>Processor:</strong> Intel(R) Core(TM) i5-3450 CPU @ 3.10GHz (4 CPUs), ~3.1GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 970<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.9.5<br></li><li><strong>Processor:</strong> 2.4 Ghz Intel Core 2 Duo<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 320M 256 MB<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.9.5<br></li><li><strong>Processor:</strong> Intel Core i5 2.9GHz<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04.4 LTS<br></li><li><strong>Processor:</strong> Intel(R) Core(TM)2 Quad CPU\xa0\xa0\xa0 Q6600\xa0 @ 2.40GHz (4 CPUs), ~2.4GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 310<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04.4 LTS<br></li><li><strong>Processor:</strong> Intel(R) Core(TM) i5-3450 CPU @ 3.10GHz (4 CPUs), ~3.1GHz<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 970<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","OS: Windows 7 Processor: Intel(R) Core(TM)2 Quad CPU    Q6600  @ 2.40GHz (4 CPUs), ~2.4GHz Memory: 1 GB RAM Graphics: NVIDIA GeForce 310 DirectX: Version 11 Storage: 2 GB available space","OS: Windows 10 Pro 64-bit Processor: Intel(R) Core(TM) i5-3450 CPU @ 3.10GHz (4 CPUs), ~3.1GHz Memory: 2 GB RAM Graphics: NVIDIA GeForce GTX 970 DirectX: Version 12 Storage: 2 GB available space"
540880,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> 2+ Ghz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Intel 3000HD or greater<br></li><li><strong>Storage:</strong> 500 MB available space<br></li><li><strong>Sound Card:</strong> Optional, but recommended</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 1.8<br></li><li><strong>Processor:</strong> 2+ Ghz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Intel 3000HD or greater<br></li><li><strong>Storage:</strong> 500 MB available space<br></li><li><strong>Sound Card:</strong> Optional, but recommended</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 16.04+ or Equivalent<br></li><li><strong>Processor:</strong> 2+ Ghz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Intel 3000HD or greater<br></li><li><strong>Storage:</strong> 500 MB available space<br></li><li><strong>Sound Card:</strong> Optional, but recommended</li></ul>'}","OS: Windows 7 Processor: 2+ Ghz Memory: 2 GB RAM Graphics: Intel 3000HD or greater Storage: 500 MB available space Sound Card: Optional, but recommended",
542740,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP Service Pack 2 (SP2), Vista, 7, 8, 10<br></li><li><strong>Processor:</strong> 1.0 GHz<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> vCard with DirectX 9.0 support<br></li><li><strong>Storage:</strong> 80 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7, 8, 10<br></li><li><strong>Processor:</strong> 1.0 GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> vCard with DirectX 9.0 support<br></li><li><strong>Storage:</strong> 80 MB available space</li></ul>'}",[],[],"OS: Windows XP Service Pack 2 (SP2), Vista, 7, 8, 10 Processor: 1.0 GHz Memory: 1 GB RAM Graphics: vCard with DirectX 9.0 support Storage: 80 MB available space","OS: Windows 7, 8, 10 Processor: 1.0 GHz Memory: 2 GB RAM Graphics: vCard with DirectX 9.0 support Storage: 80 MB available space"
542750,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 (64-bit) with Service Pack 1 / Windows 8.1 / Windows 10<br></li><li><strong>Processor:</strong> i5-4590 / FX8350<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GTX 970 / AMD R9 290<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>'}",[],[],OS: Windows 7 (64-bit) with Service Pack 1 / Windows 8.1 / Windows 10 Processor: i5-4590 / FX8350 Memory: 8 GB RAM Graphics: GTX 970 / AMD R9 290 DirectX: Version 10 Storage: 1 GB available space,
543100,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP, Vista, 7, 8, 10 or above<br></li><li><strong>Processor:</strong> Intel® Core™ 2 Duo E6600 or AMD Phenom™ X3 8750 processor or better<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video card must be 256 MB or more and should be a DirectX 9-compatible with support for Pixel Shader 3.0<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 1200 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.4 or later.<br></li><li><strong>Processor:</strong> Intel Core Duo Processor (2GHz or better)<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> TI Radeon HD 2400 or better / NVidia 8600M or better<br></li><li><strong>Storage:</strong> 900 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04<br></li><li><strong>Processor:</strong> 64-bit Dual core from Intel or AMD at 2.8 GHz<br></li><li><strong>Memory:</strong> 1200 MB RAM<br></li><li><strong>Graphics:</strong> nVidia GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1<br></li><li><strong>Storage:</strong> 900 MB available space</li></ul>'}","OS: Windows XP, Vista, 7, 8, 10 or above Processor: Intel® Core™ 2 Duo E6600 or AMD Phenom™ X3 8750 processor or better Memory: 2 GB RAM Graphics: Video card must be 256 MB or more and should be a DirectX 9-compatible with support for Pixel Shader 3.0 DirectX: Version 9.0 Storage: 1200 MB available space",
544520,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP2+<br></li><li><strong>Processor:</strong> SSE2 instruction set support<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.8+<br></li><li><strong>Processor:</strong> SSE2 instruction set support<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04+ (other Linux distributions may or may not work)<br></li><li><strong>Processor:</strong> SSE2 instruction set support<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>'}",OS: Windows XP SP2+ Processor: SSE2 instruction set support Memory: 4 GB RAM Graphics: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities DirectX: Version 9.0 Storage: 100 MB available space,
